Player,Overall Score,Height,Weight,Age,Preferred Foot,Preferred Positions,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Attack Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,Free Kick Acc,Penalties,Volleys
Kelivelson,72,182,78,25,0,2,61.0,62.0,73.0,73.0,72.0,81.0,72.0,44.0,71.0,67.0,70.0,51.0,72.0,71.0,72.0,68.0,73.0,60.0,68.0,56.0,82.0,73.0,44.0,51.0,41.0,61.0,62.0,63.0,39.0
Vieiraldo Junior,72,180,79,29,1,1,70.0,67.0,77.0,70.0,77.0,78.0,70.0,58.0,68.0,54.0,64.0,76.0,68.0,62.0,67.0,78.0,78.0,62.0,68.0,60.0,85.0,60.0,74.0,30.0,48.0,32.0,31.0,40.0,39.0
Pimentiscinho,72,178,75,21,1,2,71.0,63.0,75.0,72.0,73.0,67.0,66.0,67.0,71.0,66.0,71.0,67.0,73.0,77.0,67.0,68.0,68.0,69.0,64.0,73.0,63.0,67.0,51.0,55.0,57.0,49.0,61.0,54.0,44.0
Calegarcinho,72,175,75,37,0,2,69.0,64.0,19.0,20.0,17.0,71.0,72.0,77.0,22.0,60.0,61.0,28.0,81.0,77.0,64.0,76.0,68.0,55.0,67.0,57.0,64.0,79.0,70.0,76.0,55.0,38.0,42.0,64.0,68.0
Timo Triano,72,176,76,25,0,2,59.0,68.0,77.0,73.0,77.0,64.0,72.0,29.0,73.0,75.0,69.0,56.0,76.0,67.0,52.0,67.0,69.0,73.0,45.0,51.0,75.0,55.0,54.0,45.0,45.0,29.0,61.0,59.0,21.0
Pietrson Mendes,72,173,64,25,1,3,75.0,72.0,28.0,44.0,51.0,45.0,67.0,68.0,47.0,68.0,76.0,76.0,76.0,63.0,75.0,68.0,43.0,84.0,84.0,80.0,56.0,56.0,74.0,66.0,68.0,77.0,76.0,68.0,72.0
Igor Madinha,72,174,70,25,0,2,69.0,73.0,23.0,31.0,27.0,39.0,68.0,65.0,21.0,63.0,66.0,68.0,68.0,50.0,94.0,77.0,55.0,80.0,94.0,84.0,53.0,44.0,71.0,62.0,54.0,61.0,54.0,55.0,50.0
Vanderleiton,72,180,77,21,0,1,59.0,51.0,68.0,72.0,76.0,77.0,70.0,34.0,69.0,42.0,64.0,54.0,65.0,66.0,61.0,53.0,71.0,65.0,62.0,65.0,82.0,76.0,44.0,44.0,51.0,44.0,52.0,53.0,51.0
Yadaly,72,183,79,29,0,1,51.0,45.0,69.0,72.0,77.0,76.0,71.0,35.0,72.0,54.0,65.0,51.0,67.0,66.0,55.0,61.0,82.0,57.0,56.0,54.0,78.0,71.0,53.0,41.0,52.0,41.0,42.0,43.0,54.0
Deiverson Kaio,72,174,74,37,1,2,76.0,75.0,48.0,28.0,34.0,42.0,67.0,68.0,45.0,71.0,70.0,70.0,71.0,70.0,79.0,65.0,60.0,73.0,83.0,75.0,80.0,72.0,76.0,69.0,71.0,68.0,72.0,69.0,70.0
Durval Dutría,72,177,76,29,0,2,75.0,73.0,68.0,69.0,68.0,71.0,63.0,67.0,68.0,71.0,66.0,61.0,76.0,73.0,64.0,81.0,75.0,53.0,71.0,65.0,72.0,76.0,75.0,67.0,71.0,64.0,60.0,62.0,56.0
Tony Muttinho,72,183,80,25,0,2,67.0,61.0,71.0,72.0,73.0,65.0,67.0,59.0,66.0,51.0,63.0,67.0,72.0,71.0,66.0,73.0,75.0,58.0,71.0,71.0,54.0,66.0,48.0,45.0,46.0,53.0,45.0,61.0,51.0
Flávio Rebeilo,72,175,69,29,1,1,69.0,71.0,68.0,69.0,72.0,59.0,69.0,56.0,66.0,50.0,67.0,70.0,66.0,57.0,74.0,80.0,53.0,77.0,83.0,74.0,75.0,54.0,54.0,35.0,48.0,43.0,57.0,55.0,38.0
Alminho Boas,72,180,75,25,0,1,70.0,60.0,67.0,70.0,73.0,85.0,68.0,55.0,69.0,58.0,65.0,43.0,75.0,69.0,65.0,77.0,72.0,85.0,55.0,71.0,69.0,58.0,23.0,41.0,42.0,48.0,47.0,49.0,37.0
Teixe Gaúcho,72,188,79,21,0,1,68.0,65.0,73.0,68.0,69.0,75.0,68.0,63.0,70.0,57.0,69.0,71.0,68.0,66.0,71.0,71.0,76.0,71.0,75.0,70.0,90.0,77.0,45.0,51.0,49.0,33.0,32.0,59.0,49.0
Santi da Bruma,72,172,67,25,0,2,75.0,74.0,27.0,32.0,33.0,45.0,81.0,70.0,45.0,68.0,70.0,73.0,76.0,70.0,88.0,80.0,50.0,83.0,85.0,88.0,80.0,67.0,61.0,73.0,69.0,84.0,60.0,71.0,77.0
Evandro Rochedo,72,187,82,25,0,3,74.0,70.0,15.0,45.0,44.0,58.0,77.0,75.0,37.0,54.0,73.0,57.0,64.0,55.0,59.0,39.0,80.0,54.0,52.0,63.0,59.0,64.0,79.0,75.0,74.0,63.0,72.0,72.0,73.0
Gustavo Lobateiro,72,180,76,21,1,3,68.0,74.0,28.0,29.0,28.0,44.0,72.0,77.0,35.0,69.0,69.0,67.0,77.0,61.0,76.0,54.0,70.0,65.0,77.0,77.0,59.0,60.0,63.0,67.0,65.0,50.0,44.0,56.0,55.0
Kauã Abranches,72,177,70,25,0,1,73.0,72.0,34.0,57.0,58.0,49.0,81.0,77.0,66.0,71.0,68.0,72.0,70.0,58.0,87.0,77.0,59.0,75.0,81.0,79.0,58.0,43.0,63.0,64.0,66.0,49.0,60.0,53.0,58.0
Sebas Couteira,72,178,70,21,0,2,76.0,74.0,32.0,41.0,52.0,46.0,74.0,74.0,38.0,73.0,71.0,76.0,76.0,59.0,75.0,37.0,59.0,72.0,74.0,67.0,79.0,54.0,52.0,70.0,52.0,67.0,76.0,57.0,67.0
Guto Milazar,72,170,68,29,1,1,58.0,64.0,69.0,73.0,71.0,51.0,64.0,50.0,72.0,38.0,60.0,67.0,70.0,73.0,74.0,85.0,47.0,75.0,73.0,76.0,55.0,60.0,67.0,22.0,51.0,31.0,55.0,51.0,31.0
Ailton Valpaços,72,186,79,29,0,2,66.0,60.0,70.0,77.0,75.0,80.0,64.0,55.0,65.0,50.0,72.0,47.0,73.0,67.0,69.0,75.0,75.0,56.0,60.0,68.0,81.0,72.0,79.0,42.0,76.0,60.0,48.0,50.0,50.0
Fabiano Sonta,72,181,82,29,0,2,50.0,46.0,76.0,65.0,73.0,78.0,73.0,37.0,77.0,51.0,75.0,39.0,69.0,65.0,43.0,51.0,78.0,63.0,48.0,69.0,67.0,72.0,54.0,33.0,43.0,33.0,49.0,44.0,46.0
Alam Araújo,72,178,78,29,1,2,62.0,71.0,77.0,73.0,73.0,55.0,61.0,55.0,64.0,41.0,63.0,71.0,71.0,71.0,71.0,70.0,72.0,68.0,75.0,70.0,65.0,69.0,51.0,55.0,44.0,61.0,66.0,50.0,44.0
Heitor Gesse,72,178,69,25,1,1,64.0,61.0,78.0,69.0,62.0,72.0,72.0,61.0,71.0,58.0,74.0,72.0,71.0,58.0,74.0,73.0,51.0,74.0,81.0,62.0,62.0,58.0,67.0,48.0,55.0,67.0,61.0,56.0,55.0
Lassana Coulibaly,72,183,77,25,0,2,72.0,72.0,72.0,71.0,72.0,70.0,70.0,68.0,70.0,67.0,72.0,61.0,70.0,66.0,71.0,77.0,74.0,70.0,75.0,71.0,70.0,71.0,64.0,55.0,58.0,60.0,51.0,53.0,51.0
Enock Kwateng,72,181,84,24,0,1,71.0,68.0,68.0,72.0,74.0,64.0,68.0,47.0,73.0,56.0,68.0,70.0,69.0,66.0,62.0,70.0,64.0,63.0,63.0,69.0,66.0,69.0,43.0,32.0,38.0,48.0,31.0,37.0,42.0
Vital Nsimba,72,167,67,28,1,1,67.0,67.0,67.0,66.0,70.0,74.0,70.0,66.0,65.0,61.0,57.0,68.0,66.0,59.0,85.0,82.0,42.0,91.0,85.0,85.0,92.0,46.0,67.0,55.0,62.0,66.0,42.0,50.0,49.0
Francisco José Villalba Rodrigo,72,172,63,23,0,2,73.0,71.0,51.0,39.0,49.0,37.0,70.0,69.0,52.0,74.0,68.0,67.0,72.0,69.0,74.0,60.0,42.0,90.0,69.0,85.0,41.0,37.0,62.0,67.0,66.0,76.0,73.0,58.0,56.0
Harry Souttar,72,200,79,23,0,1,63.0,56.0,73.0,73.0,72.0,64.0,71.0,26.0,73.0,50.0,62.0,24.0,66.0,63.0,43.0,66.0,84.0,33.0,40.0,58.0,70.0,72.0,33.0,25.0,26.0,26.0,31.0,40.0,23.0
Benjamin Tetteh,72,193,91,24,0,3,72.0,73.0,25.0,17.0,12.0,66.0,67.0,75.0,19.0,58.0,62.0,43.0,61.0,52.0,75.0,65.0,90.0,55.0,81.0,66.0,65.0,74.0,66.0,70.0,61.0,41.0,26.0,63.0,60.0
Nicolás Benedetti,72,177,73,24,0,2,75.0,74.0,46.0,38.0,49.0,52.0,68.0,67.0,41.0,71.0,72.0,59.0,74.0,67.0,75.0,74.0,65.0,72.0,71.0,73.0,50.0,42.0,72.0,67.0,69.0,62.0,56.0,54.0,50.0
Cristian Dájome,72,172,69,27,0,3,71.0,71.0,58.0,40.0,63.0,55.0,68.0,69.0,32.0,64.0,61.0,66.0,65.0,62.0,84.0,83.0,67.0,78.0,83.0,80.0,81.0,56.0,66.0,69.0,54.0,54.0,33.0,79.0,42.0
Gastón Pereiro,72,188,75,26,1,3,79.0,78.0,38.0,32.0,36.0,57.0,66.0,70.0,36.0,72.0,71.0,69.0,69.0,68.0,67.0,64.0,73.0,56.0,72.0,72.0,69.0,74.0,81.0,68.0,75.0,76.0,72.0,72.0,69.0
Sergi Guardiola,72,184,78,30,1,3,76.0,69.0,32.0,18.0,19.0,75.0,55.0,79.0,28.0,63.0,65.0,52.0,70.0,41.0,69.0,74.0,81.0,69.0,76.0,77.0,73.0,68.0,74.0,73.0,68.0,68.0,55.0,63.0,69.0
Lucas Rodríguez,72,168,64,24,0,2,74.0,74.0,65.0,50.0,58.0,50.0,63.0,66.0,50.0,64.0,68.0,65.0,71.0,70.0,81.0,88.0,55.0,86.0,76.0,88.0,51.0,40.0,69.0,63.0,52.0,53.0,66.0,62.0,63.0
Unai Bilbao,72,192,87,27,1,1,64.0,43.0,70.0,73.0,73.0,70.0,69.0,35.0,72.0,46.0,54.0,43.0,68.0,61.0,38.0,65.0,84.0,38.0,39.0,38.0,71.0,74.0,67.0,38.0,46.0,64.0,54.0,51.0,35.0
Amilton,72,172,66,32,0,2,69.0,71.0,31.0,30.0,27.0,73.0,70.0,68.0,41.0,65.0,66.0,67.0,65.0,59.0,87.0,77.0,57.0,85.0,89.0,83.0,49.0,43.0,77.0,68.0,64.0,65.0,42.0,62.0,55.0
Joe Rodon,72,193,76,24,0,1,62.0,53.0,72.0,71.0,74.0,65.0,73.0,23.0,80.0,31.0,61.0,34.0,70.0,60.0,54.0,67.0,77.0,55.0,62.0,47.0,66.0,67.0,43.0,23.0,24.0,25.0,32.0,40.0,34.0
Douglas Armeira El Jebli,72,177,74,28,0,3,76.0,73.0,50.0,24.0,36.0,68.0,69.0,66.0,35.0,76.0,69.0,77.0,73.0,76.0,69.0,80.0,67.0,80.0,63.0,73.0,52.0,46.0,70.0,68.0,74.0,77.0,79.0,66.0,59.0
Stanislav Iljutcenko,72,187,82,31,0,3,70.0,63.0,21.0,22.0,44.0,62.0,63.0,73.0,38.0,50.0,70.0,50.0,64.0,39.0,72.0,81.0,86.0,61.0,75.0,66.0,80.0,70.0,75.0,78.0,62.0,34.0,27.0,60.0,66.0
Tyler Roberts,72,180,75,22,0,3,76.0,75.0,31.0,27.0,39.0,57.0,67.0,72.0,37.0,72.0,75.0,64.0,72.0,65.0,74.0,76.0,76.0,74.0,75.0,76.0,56.0,65.0,73.0,70.0,65.0,57.0,42.0,70.0,59.0
Aleix García,72,173,68,24,0,2,75.0,72.0,63.0,62.0,65.0,60.0,69.0,67.0,63.0,75.0,74.0,60.0,77.0,76.0,67.0,67.0,62.0,82.0,65.0,75.0,63.0,51.0,72.0,67.0,69.0,70.0,69.0,54.0,56.0
Dmitriy Donell,72,178,65,27,0,1,68.0,66.0,70.0,70.0,69.0,65.0,65.0,53.0,73.0,58.0,63.0,69.0,65.0,55.0,77.0,69.0,66.0,72.0,75.0,73.0,56.0,61.0,69.0,48.0,51.0,70.0,52.0,31.0,31.0
A. Khattab Mutō,72,178,72,29,0,2,74.0,76.0,43.0,30.0,33.0,50.0,70.0,74.0,39.0,70.0,75.0,68.0,70.0,54.0,79.0,62.0,57.0,78.0,77.0,76.0,80.0,71.0,72.0,73.0,65.0,65.0,46.0,62.0,73.0
Kevin,72,173,72,28,0,1,73.0,65.0,63.0,74.0,73.0,69.0,65.0,61.0,67.0,57.0,57.0,72.0,70.0,61.0,67.0,69.0,65.0,75.0,69.0,44.0,66.0,68.0,54.0,55.0,50.0,58.0,45.0,46.0,41.0
Ryan Nyambe,72,178,70,24,0,1,66.0,72.0,70.0,68.0,70.0,58.0,65.0,52.0,66.0,43.0,58.0,67.0,66.0,59.0,81.0,77.0,83.0,70.0,81.0,73.0,76.0,63.0,34.0,32.0,30.0,40.0,38.0,36.0,30.0
Francisco Sierralta,72,190,83,24,0,1,63.0,46.0,73.0,70.0,67.0,79.0,71.0,24.0,72.0,33.0,52.0,57.0,66.0,45.0,52.0,53.0,85.0,34.0,54.0,51.0,80.0,67.0,38.0,30.0,25.0,23.0,28.0,40.0,23.0
Lukas Görtler,72,186,80,27,0,2,72.0,68.0,52.0,51.0,58.0,74.0,75.0,72.0,61.0,71.0,68.0,74.0,74.0,73.0,67.0,91.0,75.0,68.0,69.0,70.0,77.0,64.0,65.0,67.0,64.0,68.0,48.0,52.0,64.0
Gerrit Holtmann,72,185,77,26,1,3,70.0,72.0,60.0,50.0,59.0,34.0,67.0,66.0,58.0,61.0,58.0,68.0,66.0,62.0,93.0,69.0,66.0,69.0,95.0,73.0,45.0,47.0,75.0,60.0,64.0,61.0,36.0,60.0,49.0
Mads Juel Andersen,72,194,82,23,0,1,58.0,43.0,71.0,72.0,73.0,81.0,72.0,30.0,76.0,25.0,53.0,35.0,61.0,56.0,52.0,72.0,80.0,51.0,42.0,44.0,62.0,72.0,45.0,32.0,30.0,34.0,28.0,37.0,33.0
Sergi Palencia,72,172,68,25,0,2,68.0,70.0,70.0,66.0,71.0,82.0,68.0,65.0,68.0,44.0,71.0,73.0,69.0,59.0,77.0,77.0,70.0,74.0,76.0,74.0,59.0,57.0,68.0,51.0,59.0,58.0,44.0,45.0,34.0
Ricardo Lopes,72,184,77,31,0,3,71.0,75.0,45.0,25.0,33.0,64.0,67.0,74.0,33.0,68.0,75.0,67.0,68.0,62.0,80.0,81.0,76.0,73.0,80.0,74.0,65.0,55.0,78.0,77.0,75.0,64.0,66.0,68.0,65.0
Christopher Ikonomidis,72,178,75,26,0,3,74.0,75.0,52.0,52.0,49.0,60.0,65.0,67.0,49.0,65.0,64.0,67.0,68.0,65.0,81.0,75.0,67.0,69.0,80.0,86.0,56.0,58.0,67.0,70.0,66.0,68.0,60.0,58.0,64.0
Diego Viera,72,185,83,30,0,1,51.0,44.0,72.0,70.0,74.0,78.0,70.0,27.0,72.0,26.0,71.0,34.0,64.0,46.0,36.0,61.0,92.0,50.0,31.0,47.0,47.0,74.0,41.0,21.0,22.0,38.0,23.0,35.0,31.0
Henk Veerman,72,201,90,30,0,3,65.0,58.0,30.0,21.0,18.0,69.0,72.0,74.0,29.0,47.0,71.0,29.0,65.0,42.0,67.0,70.0,92.0,32.0,77.0,34.0,72.0,77.0,76.0,76.0,60.0,29.0,34.0,62.0,55.0
Mauricio Martínez,72,183,80,28,0,1,67.0,65.0,70.0,68.0,72.0,80.0,69.0,57.0,72.0,59.0,58.0,53.0,72.0,73.0,58.0,75.0,80.0,47.0,67.0,57.0,71.0,69.0,75.0,39.0,69.0,41.0,69.0,58.0,37.0
Víctor Ignacio Malcorra,72,170,70,34,1,1,74.0,75.0,65.0,51.0,60.0,56.0,69.0,63.0,58.0,71.0,71.0,70.0,74.0,71.0,76.0,71.0,75.0,77.0,74.0,78.0,81.0,45.0,78.0,61.0,69.0,81.0,82.0,70.0,49.0
Joaquín Laso,72,185,79,31,0,1,58.0,51.0,65.0,72.0,66.0,89.0,68.0,38.0,77.0,40.0,62.0,42.0,66.0,56.0,56.0,74.0,85.0,55.0,70.0,55.0,78.0,74.0,55.0,37.0,40.0,49.0,30.0,43.0,31.0
Baldomero Perlaza,72,187,86,29,0,2,58.0,62.0,75.0,63.0,72.0,75.0,76.0,66.0,74.0,65.0,66.0,51.0,66.0,62.0,55.0,90.0,89.0,55.0,60.0,58.0,57.0,75.0,66.0,48.0,44.0,38.0,35.0,48.0,41.0
Mauro Lainez,72,180,75,25,1,1,70.0,76.0,52.0,53.0,52.0,65.0,70.0,65.0,59.0,67.0,62.0,70.0,70.0,60.0,85.0,75.0,60.0,76.0,83.0,79.0,50.0,58.0,70.0,60.0,60.0,66.0,43.0,51.0,49.0
Bart Nieuwkoop,72,181,75,25,0,2,70.0,64.0,66.0,67.0,71.0,73.0,66.0,56.0,70.0,63.0,66.0,67.0,68.0,70.0,74.0,76.0,72.0,70.0,77.0,63.0,83.0,68.0,65.0,34.0,41.0,46.0,45.0,42.0,35.0
Greg Taylor,72,175,68,24,1,1,70.0,65.0,69.0,70.0,71.0,73.0,66.0,51.0,70.0,68.0,74.0,70.0,71.0,67.0,76.0,80.0,64.0,80.0,72.0,79.0,86.0,53.0,60.0,43.0,49.0,66.0,61.0,59.0,43.0
Hidde Magunazelaia,72,182,78,24,0,1,74.0,71.0,69.0,70.0,67.0,68.0,71.0,62.0,63.0,61.0,68.0,73.0,73.0,67.0,69.0,80.0,71.0,65.0,74.0,65.0,66.0,63.0,64.0,59.0,32.0,59.0,29.0,43.0,33.0
Fabián Sambueza,72,170,65,33,0,2,71.0,72.0,38.0,44.0,34.0,55.0,65.0,67.0,35.0,75.0,70.0,74.0,75.0,71.0,77.0,61.0,40.0,87.0,74.0,79.0,48.0,37.0,60.0,72.0,62.0,67.0,66.0,65.0,46.0
Marcus Coco,72,184,78,25,0,3,71.0,70.0,29.0,46.0,59.0,49.0,69.0,72.0,50.0,66.0,67.0,71.0,74.0,64.0,85.0,53.0,65.0,69.0,83.0,83.0,64.0,59.0,72.0,68.0,66.0,59.0,36.0,59.0,68.0
Ramón Bonnevie,72,176,93,32,0,3,69.0,68.0,29.0,22.0,23.0,76.0,65.0,74.0,19.0,54.0,71.0,52.0,65.0,52.0,59.0,67.0,92.0,71.0,65.0,69.0,74.0,76.0,80.0,73.0,57.0,52.0,48.0,66.0,73.0
Mohamed Fares,72,183,72,25,1,3,75.0,75.0,65.0,72.0,71.0,72.0,70.0,69.0,66.0,63.0,65.0,75.0,69.0,60.0,72.0,67.0,68.0,78.0,79.0,77.0,55.0,58.0,68.0,59.0,62.0,69.0,48.0,64.0,58.0
Sean Davis,72,183,75,28,0,2,73.0,66.0,68.0,63.0,68.0,67.0,68.0,63.0,66.0,64.0,71.0,63.0,75.0,69.0,70.0,91.0,76.0,70.0,70.0,70.0,75.0,66.0,65.0,53.0,59.0,70.0,73.0,58.0,56.0
Florian Miguel,72,179,70,25,1,1,69.0,69.0,70.0,71.0,70.0,71.0,72.0,59.0,71.0,59.0,68.0,67.0,68.0,59.0,73.0,72.0,73.0,70.0,74.0,70.0,80.0,64.0,54.0,52.0,44.0,61.0,39.0,41.0,41.0
Ryan Manning,72,173,72,25,1,1,70.0,71.0,67.0,65.0,70.0,66.0,71.0,64.0,72.0,70.0,59.0,71.0,67.0,64.0,66.0,81.0,62.0,73.0,67.0,73.0,76.0,57.0,63.0,58.0,63.0,65.0,65.0,66.0,36.0
Petar Stojanović,72,178,72,26,0,2,71.0,72.0,57.0,71.0,71.0,83.0,65.0,65.0,65.0,62.0,58.0,75.0,68.0,73.0,82.0,78.0,65.0,71.0,77.0,63.0,68.0,54.0,65.0,41.0,51.0,63.0,50.0,54.0,49.0
Chris Willock,72,178,67,23,0,3,74.0,76.0,24.0,19.0,32.0,33.0,69.0,68.0,23.0,67.0,66.0,65.0,67.0,49.0,83.0,68.0,56.0,73.0,83.0,81.0,62.0,53.0,63.0,68.0,66.0,68.0,37.0,60.0,60.0
Kingsley Ehizibue,72,189,78,26,0,1,70.0,72.0,62.0,69.0,68.0,77.0,67.0,62.0,65.0,61.0,65.0,65.0,66.0,66.0,86.0,77.0,76.0,56.0,85.0,67.0,73.0,67.0,70.0,54.0,56.0,57.0,38.0,44.0,42.0
Théo Valls,72,178,71,26,1,2,72.0,72.0,62.0,66.0,67.0,59.0,70.0,67.0,65.0,74.0,75.0,71.0,75.0,72.0,67.0,77.0,70.0,67.0,65.0,66.0,72.0,58.0,70.0,62.0,71.0,71.0,68.0,67.0,65.0
Ilzat Akhmetov,72,173,67,23,0,2,73.0,78.0,63.0,55.0,62.0,53.0,72.0,64.0,66.0,75.0,71.0,63.0,78.0,77.0,74.0,67.0,49.0,82.0,75.0,80.0,52.0,45.0,58.0,60.0,60.0,59.0,50.0,50.0,47.0
Ahmet Oğuz,72,176,83,28,0,1,69.0,71.0,64.0,69.0,71.0,81.0,70.0,70.0,68.0,68.0,67.0,64.0,69.0,69.0,75.0,74.0,79.0,77.0,80.0,76.0,81.0,64.0,68.0,52.0,63.0,71.0,63.0,55.0,59.0
Kevin Balanta,72,181,73,24,0,2,72.0,63.0,68.0,57.0,69.0,85.0,71.0,62.0,69.0,64.0,57.0,38.0,72.0,70.0,81.0,89.0,76.0,69.0,86.0,72.0,81.0,69.0,64.0,55.0,64.0,36.0,37.0,43.0,36.0
Joel Tagueu,72,178,70,28,1,3,72.0,70.0,20.0,21.0,23.0,65.0,69.0,71.0,31.0,57.0,68.0,59.0,65.0,51.0,69.0,71.0,70.0,72.0,70.0,67.0,86.0,80.0,74.0,74.0,59.0,47.0,40.0,72.0,67.0
Constantin Budescu,72,186,80,32,0,2,77.0,71.0,30.0,32.0,36.0,50.0,67.0,71.0,32.0,77.0,80.0,71.0,75.0,80.0,54.0,50.0,67.0,72.0,54.0,60.0,45.0,45.0,78.0,71.0,76.0,85.0,80.0,76.0,64.0
Jack Hendry,72,194,88,26,0,1,67.0,57.0,73.0,68.0,70.0,71.0,70.0,58.0,71.0,45.0,69.0,48.0,66.0,63.0,67.0,74.0,84.0,60.0,76.0,62.0,79.0,72.0,77.0,50.0,61.0,38.0,28.0,37.0,26.0
Nicolás Fernández,72,165,66,25,0,3,73.0,76.0,26.0,25.0,27.0,65.0,73.0,74.0,30.0,67.0,72.0,60.0,64.0,50.0,89.0,75.0,47.0,87.0,82.0,85.0,85.0,70.0,67.0,73.0,67.0,57.0,54.0,67.0,68.0
Khaled Narey,72,180,75,27,0,1,69.0,71.0,59.0,65.0,64.0,67.0,71.0,69.0,58.0,59.0,65.0,72.0,69.0,59.0,86.0,79.0,71.0,75.0,87.0,76.0,78.0,58.0,76.0,63.0,64.0,61.0,49.0,40.0,44.0
Mamadou Sylla,72,184,84,27,0,2,70.0,73.0,21.0,37.0,42.0,59.0,68.0,73.0,36.0,69.0,68.0,57.0,70.0,41.0,77.0,76.0,74.0,68.0,76.0,74.0,79.0,71.0,73.0,74.0,70.0,65.0,42.0,62.0,65.0
Krystian Bielik,72,194,78,23,0,1,69.0,72.0,71.0,67.0,71.0,73.0,68.0,59.0,73.0,68.0,74.0,49.0,71.0,73.0,54.0,65.0,79.0,48.0,63.0,65.0,65.0,70.0,62.0,33.0,52.0,48.0,45.0,42.0,46.0
Arnaud Lusamba,72,179,74,24,0,3,77.0,76.0,62.0,66.0,68.0,50.0,69.0,72.0,68.0,76.0,68.0,72.0,73.0,69.0,72.0,74.0,71.0,75.0,70.0,81.0,77.0,61.0,68.0,67.0,61.0,62.0,68.0,65.0,53.0
Iago,72,188,83,29,0,1,58.0,47.0,72.0,73.0,72.0,76.0,72.0,38.0,72.0,36.0,57.0,47.0,57.0,52.0,49.0,80.0,85.0,47.0,49.0,56.0,85.0,73.0,51.0,23.0,23.0,35.0,30.0,45.0,37.0
Thomas Goiginger,72,181,69,28,0,2,72.0,73.0,34.0,37.0,28.0,57.0,67.0,72.0,37.0,73.0,65.0,71.0,70.0,65.0,87.0,77.0,57.0,70.0,87.0,75.0,52.0,54.0,72.0,70.0,65.0,72.0,64.0,62.0,59.0
Damián Martínez,72,177,71,31,0,2,72.0,71.0,68.0,70.0,69.0,78.0,70.0,69.0,67.0,65.0,75.0,72.0,64.0,62.0,75.0,76.0,71.0,75.0,74.0,72.0,69.0,57.0,71.0,63.0,72.0,67.0,36.0,51.0,49.0
Sergi Canós,72,175,66,24,0,3,73.0,76.0,53.0,54.0,59.0,75.0,70.0,71.0,54.0,72.0,63.0,72.0,68.0,62.0,74.0,68.0,68.0,84.0,69.0,78.0,66.0,51.0,71.0,70.0,69.0,62.0,56.0,53.0,58.0
Stefan Mugoša,72,188,81,29,0,3,74.0,65.0,16.0,19.0,22.0,52.0,67.0,77.0,18.0,60.0,75.0,32.0,59.0,45.0,61.0,76.0,87.0,53.0,66.0,64.0,71.0,75.0,71.0,78.0,69.0,48.0,53.0,75.0,70.0
Samuel Bastien,72,175,75,25,0,2,79.0,77.0,67.0,61.0,66.0,68.0,72.0,65.0,68.0,64.0,70.0,69.0,73.0,73.0,78.0,84.0,64.0,78.0,71.0,74.0,82.0,63.0,75.0,68.0,76.0,75.0,68.0,67.0,68.0
Darnell Furlong,72,183,75,26,0,1,72.0,68.0,69.0,70.0,69.0,64.0,68.0,63.0,68.0,60.0,63.0,69.0,61.0,57.0,72.0,77.0,67.0,68.0,76.0,71.0,81.0,72.0,36.0,35.0,30.0,48.0,36.0,49.0,30.0
Granell,72,175,70,33,1,1,69.0,69.0,62.0,69.0,68.0,74.0,67.0,72.0,72.0,80.0,71.0,73.0,77.0,76.0,65.0,68.0,65.0,77.0,57.0,69.0,67.0,55.0,73.0,69.0,76.0,80.0,76.0,75.0,56.0
Federico San Emeterio Díaz,72,176,77,24,0,2,63.0,59.0,72.0,78.0,75.0,80.0,69.0,53.0,76.0,65.0,70.0,55.0,66.0,63.0,63.0,83.0,74.0,81.0,62.0,57.0,70.0,66.0,70.0,51.0,52.0,54.0,56.0,59.0,56.0
Timo Baumgartl,72,190,89,25,0,1,57.0,44.0,72.0,72.0,73.0,70.0,67.0,32.0,71.0,55.0,62.0,33.0,70.0,67.0,59.0,65.0,83.0,35.0,67.0,45.0,72.0,72.0,60.0,26.0,27.0,31.0,28.0,34.0,26.0
Eraso,72,181,72,31,0,2,73.0,72.0,47.0,57.0,64.0,80.0,78.0,78.0,67.0,76.0,74.0,64.0,75.0,73.0,62.0,80.0,70.0,53.0,57.0,50.0,72.0,54.0,70.0,70.0,71.0,53.0,59.0,53.0,59.0
Iván Rossi,72,183,75,28,1,2,67.0,65.0,66.0,77.0,75.0,88.0,68.0,59.0,73.0,65.0,65.0,55.0,72.0,67.0,69.0,69.0,57.0,69.0,69.0,64.0,68.0,39.0,61.0,44.0,63.0,51.0,41.0,43.0,49.0
Pablo Martinez,72,182,77,32,1,1,66.0,69.0,72.0,72.0,74.0,73.0,67.0,51.0,72.0,55.0,68.0,66.0,66.0,70.0,61.0,71.0,77.0,68.0,62.0,69.0,80.0,72.0,52.0,39.0,49.0,51.0,50.0,45.0,40.0
Nelson Acevedo,72,170,73,33,0,2,71.0,70.0,60.0,70.0,65.0,83.0,71.0,59.0,62.0,75.0,81.0,66.0,78.0,77.0,68.0,81.0,82.0,85.0,60.0,76.0,80.0,59.0,68.0,47.0,62.0,81.0,59.0,49.0,57.0
